timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1608485928869,525,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-44,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,524,0,0
1608485926080,3404,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,27513,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,2905,0,0
1608485926080,2905,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-19,text,true,,660,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,2905,0,0
1608485928983,501,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,500,0,0
1608485926131,3458,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-12,text,true,,27513,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,3134,0,0
1608485926131,3134,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-12,text,true,,660,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,3134,0,0
1608485929263,326,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-12,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,325,0,0
1608485926152,3438,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-21,text,true,,27513,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,3071,0,1
1608485926152,3071,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-21,text,true,,660,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,3071,0,1
1608485929221,369,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-21,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,368,0,0
1608485925684,3912,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-11,text,true,,27513,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,3190,0,0
1608485925684,3190,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-11,text,true,,660,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,3190,0,0
