timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1608485746739,3055,Auth,200,OK,jp@gc - Ultimate Thread Group 1-42,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,852,0,58
1608485746739,856,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-42,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,852,0,58
1608485747603,579,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-42,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,579,0,0
1608485748183,1611,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-42,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1610,0,0
1608485746784,3173,Auth,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1308,0,4
1608485746784,1308,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-1,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1308,0,4
1608485748094,659,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-1,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,659,0,0
1608485748754,1203,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1201,0,0
1608485746793,3208,Auth,200,OK,jp@gc - Ultimate Thread Group 1-37,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,820,0,2
1608485746793,820,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-37,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,820,0,2
1608485747614,1266,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-37,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1266,0,0
1608485748881,1120,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-37,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1119,0,0
1608485746710,3396,Auth,200,OK,jp@gc - Ultimate Thread Group 1-31,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1479,0,50
1608485746710,1479,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-31,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1479,0,50
1608485748191,836,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-31,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,836,0,0
1608485749027,1079,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-31,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1078,0,0
1608485746785,3624,Auth,200,OK,jp@gc - Ultimate Thread Group 1-34,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1189,0,1
1608485746785,1189,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-34,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1189,0,1
1608485747976,928,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-34,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,928,0,0
1608485748904,1505,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-34,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1504,0,0
1608485746744,3698,Auth,200,OK,jp@gc - Ultimate Thread Group 1-35,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1337,0,58
1608485746744,1337,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-35,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1337,0,58
1608485748083,764,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-35,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,764,0,0
1608485748848,1594,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-35,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1593,0,0
1608485746708,4077,Auth,200,OK,jp@gc - Ultimate Thread Group 1-44,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1250,0,90
1608485746708,1250,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-44,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1250,0,90
1608485747959,847,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-44,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,847,0,0
1608485748807,1978,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-44,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1976,0,0
1608485746717,4252,Auth,200,OK,jp@gc - Ultimate Thread Group 1-26,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2376,0,43
1608485746717,2376,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-26,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2376,0,43
1608485749097,1121,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-26,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1121,0,0
1608485750218,751,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-26,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,750,0,0
1608485746733,4359,Auth,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,985,0,65
1608485746733,985,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-18,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,985,0,65
1608485747720,1682,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-18,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1682,0,0
1608485749403,1689,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1689,0,0
1608485746786,4306,Auth,200,OK,jp@gc - Ultimate Thread Group 1-33,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,932,0,1
1608485746786,932,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-33,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,932,0,1
1608485747720,1678,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-33,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1678,0,0
1608485749398,1694,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-33,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1692,0,0
1608485746727,4464,Auth,200,OK,jp@gc - Ultimate Thread Group 1-16,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1298,0,39
1608485746727,1298,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-16,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1298,0,39
1608485748027,1528,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-16,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1528,0,0
1608485749555,1636,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-16,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1635,0,0
1608485746701,4497,Auth,200,OK,jp@gc - Ultimate Thread Group 1-48,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1232,0,73
1608485746701,1232,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-48,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1232,0,73
1608485747935,1606,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-48,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1606,0,0
1608485749542,1656,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-48,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1656,0,0
1608485746702,4557,Auth,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1008,0,72
1608485746702,1008,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-20,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1008,0,72
1608485747712,1827,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-20,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1827,0,0
1608485749540,1719,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1718,0,0
1608485746701,4773,Auth,200,OK,jp@gc - Ultimate Thread Group 1-8,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2362,0,74
1608485746701,2362,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-8,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2362,0,74
1608485749065,1087,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-8,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1087,0,0
1608485750152,1322,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-8,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1321,0,0
1608485746719,6273,Auth,200,OK,jp@gc - Ultimate Thread Group 1-22,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2647,0,42
1608485746719,2647,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-22,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2647,0,42
1608485749368,1132,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-22,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1132,0,0
1608485750500,2492,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-22,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2463,0,0
1608485750443,2617,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-35,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1517,0,0
1608485751199,1862,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-48,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1001,0,0
1608485750443,1517,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-35,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,1517,0,0
1608485751199,1001,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-48,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,1001,0,0
1608485751959,1101,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-35,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1100,0,0
1608485752199,862,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-48,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,853,0,0
1608485749958,3144,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,2240,0,0
1608485749958,2240,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-1,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,2240,0,0
1608485752197,905,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,904,0,0
1608485750786,2327,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-44,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1084,0,0
1608485750786,1084,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-44,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,1084,0,0
1608485751869,1244,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-44,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1242,0,0
1608485751093,2056,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1146,0,0
1608485751093,1146,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-18,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,1146,0,0
1608485752238,911,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-18,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,909,0,0
1608485750002,3150,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-37,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1845,0,0
1608485750002,1845,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-37,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,1845,0,0
1608485751847,1305,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-37,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1301,0,0
1608485750410,2755,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-34,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1549,0,0
1608485750410,1549,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-34,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,1549,0,0
1608485751959,1206,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-34,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1205,0,0
1608485750107,3062,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-31,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,2156,0,0
1608485750107,2156,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-31,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,2156,0,0
1608485752263,906,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-31,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,796,0,0
1608485751192,2033,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-16,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1009,0,0
1608485751192,1009,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-16,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,1009,0,0
1608485752200,1025,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-16,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1023,0,0
1608485749797,3432,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-42,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,2433,0,0
1608485749797,2433,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-42,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,2433,0,0
1608485752229,1000,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-42,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,860,0,0
1608485751260,1977,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1036,0,0
1608485751260,1036,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-20,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,1036,0,0
1608485752295,942,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-20,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,941,0,0
1608485751093,2159,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-33,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1307,0,0
1608485751093,1307,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-33,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,1307,0,0
1608485752399,853,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-33,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,851,0,0
1608485751475,1830,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-8,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,972,0,0
1608485751475,972,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-8,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,972,0,0
1608485752447,858,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-8,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,857,0,0
1608485750969,2338,Get issue,200,OK,jp@gc - Ultimate Thread Group 1-26,text,true,,27512,703,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1233,0,0
1608485750969,1233,Get issue-0,302,Found,jp@gc - Ultimate Thread Group 1-26,text,true,,659,402,50,50,http://localhost/mantisbt-2.24.2/jump_to_bug.php,1233,0,0
1608485752202,1105,Get issue-1,200,OK,jp@gc - Ultimate Thread Group 1-26,text,true,,26853,301,50,50,http://localhost/mantisbt-2.24.2/view.php?id=1,1095,0,0
1608485746703,6811,Auth,200,OK,jp@gc - Ultimate Thread Group 1-43,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2069,0,56
1608485746703,2069,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-43,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2069,0,56
1608485748774,1964,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-43,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1964,0,0
1608485750738,2776,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-43,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2775,0,0
1608485746700,6832,Auth,200,OK,jp@gc - Ultimate Thread Group 1-29,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2144,0,82
1608485746700,2144,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-29,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2144,0,82
1608485748846,995,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-29,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,995,0,0
1608485749842,3690,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-29,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,3689,0,0
1608485746701,6905,Auth,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2538,0,75
1608485746701,2538,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-19,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2538,0,75
1608485749240,1096,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-19,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1096,0,0
1608485750336,3270,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-19,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,3269,0,0
1608485746732,6877,Auth,200,OK,jp@gc - Ultimate Thread Group 1-40,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1138,0,69
1608485746732,1138,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-40,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1138,0,69
1608485747872,859,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-40,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,859,0,0
1608485748731,4878,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-40,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,4878,0,0
1608485746706,6921,Auth,200,OK,jp@gc - Ultimate Thread Group 1-13,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2046,0,61
1608485746706,2046,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-13,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2046,0,61
1608485748759,1966,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-13,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1966,0,0
1608485750726,2901,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-13,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2901,0,0
1608485746699,6936,Auth,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1883,0,67
1608485746699,1883,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1883,0,67
1608485748584,2082,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-4,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,2082,0,0
1608485750667,2968,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2967,0,0
1608485746717,6978,Auth,200,OK,jp@gc - Ultimate Thread Group 1-30,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2023,0,41
1608485746717,2023,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-30,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2023,0,41
1608485748742,1653,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-30,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1653,0,0
1608485750396,3299,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-30,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,3297,0,0
1608485746735,7022,Auth,200,OK,jp@gc - Ultimate Thread Group 1-17,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2429,0,66
1608485746735,2429,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-17,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2429,0,66
1608485749166,1096,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-17,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1096,0,0
1608485750263,3494,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-17,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,3493,0,0
1608485746781,7024,Auth,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2314,0,3
1608485746781,2314,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-25,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2314,0,3
1608485749097,1118,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-25,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1118,0,0
1608485750215,3590,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-25,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,3589,0,0
1608485746730,7087,Auth,200,OK,jp@gc - Ultimate Thread Group 1-49,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,1295,0,69
1608485746730,1295,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-49,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,1295,0,69
1608485748027,2469,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-49,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,2469,0,0
1608485750496,3321,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-49,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,3320,0,0
1608485746729,7185,Auth,200,OK,jp@gc - Ultimate Thread Group 1-38,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2056,0,67
1608485746729,2056,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-38,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2056,0,67
1608485748786,1847,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-38,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1847,0,0
1608485750633,3281,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-38,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,3280,0,0
1608485746722,7228,Auth,200,OK,jp@gc - Ultimate Thread Group 1-6,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2399,0,45
1608485746722,2399,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-6,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2399,0,45
1608485749123,1664,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-6,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1664,0,0
1608485750787,3163,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-6,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,3162,0,0
1608485746792,7166,Auth,200,OK,jp@gc - Ultimate Thread Group 1-32,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2523,0,1
1608485746792,2523,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-32,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2523,0,1
1608485749316,1577,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-32,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1577,0,0
1608485750894,3064,Auth-2,200,OK,jp@gc - Ultimate Thread Group 1-32,text,true,,20131,304,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,3063,0,0
1608485746721,7270,Auth,200,OK,jp@gc - Ultimate Thread Group 1-21,text,true,,21725,900,50,50,http://localhost/mantisbt-2.24.2/my_view_page.php,2370,0,42
1608485746721,2370,Auth-0,302,Found,jp@gc - Ultimate Thread Group 1-21,text,true,,932,263,50,50,http://localhost/mantisbt-2.24.2/login.php,2370,0,42
1608485749093,1075,Auth-1,302,Found,jp@gc - Ultimate Thread Group 1-21,text,true,,662,333,50,50,http://localhost/mantisbt-2.24.2/login_cookie_test.php?return=my_view_page.php,1075,0,0
